ofício,Schreiben
apropriado,zumutbar
razoável,zumutbar
exigência,Zumutung
imposição,Zumutung
desaforo,Zumutung
aparecer,zum Vorschein kommen
Saúde!,Zum Wohl!
crescimento,Zunahme
aumentar,zunehmen
crescer,zunehmen
crescentemente,zunehmend
progressivamente,zunehmend
engordar,zunehmen
ganhar,zunehmen
afeição,Zuneigung
afeto,Zuneigung
bem-querer,Zuneigung
simpatia,Zuneigung
afinidade,Zuneigung
corporação,Zunft
guilda,Zunft
trava-línguas,Zungenbrecher
loquaz,zungenfertig
linguado,Zungenkuss
língua,Zunge
primeiro,zunächst
alocar,zuordnen
associar,zuordnen
classificar,zuordnen
alocação,Zuordnung
classificação,Zuordnung
relação,Zuordnung
para,zu
consultar,zu Rate ziehen
atribuir,zurechnen
acrescentar,zurechnen
classificar,zurechnen
imputável,zurechnungsfähig
responsável,zurechnungsfähig
atribuição,Zurechnung
imputação,Zurechnung
admoestar,zurechtweisen
experimentalmente,zur Erprobung
embriagar-se,zur Flasche greifen
trancar,zuriegeln
ostentar,zur Schau stellen
exibição,Zurschaustellung
ostentação,Zurschaustellung
ostentar,zur Schau tragen
navegar,zur See fahren
fornecer,zur Verfügung stellen
proporcionar,zur Verfügung stellen
nascer,zur Welt kommen
atualmente,zurzeit
presentemente,zur Zeit
redutível,zurückführbar
recuar,zurückführen
devolver,zurückgeben
recuar,zurückgehen
retroceder,zurückgehen
regredir,zurückgehen
arredio,zurückgezogen
isolamento,Zurückgezogenheit
retiro,Zurückgezogenheit
solidão,Zurückgezogenheit
retirado,zurückgezogen
recuar,zurückgreifen
comedido,zurückhaltend
discreto,zurückhaltend
relutante,zurückhaltend
reservado,zurückhaltend
reticente,zurückhaltend
impedir,zurückhalten
conter,zurückhalten
reter,zurückhalten
deter,zurückhalten
buscar,zurückholen
regressar,zurückkehren
retornar,zurückkehren
voltar,zurückkehren
regressar,zurückkommen
voltar,zurückkommen
abandonar,zurücklassen
percorrer,zurücklegen
guardar,zurücklegen
retratar,zurücknehmen
devolver,zurückschicken
recuar,zurückschrecken
devolver,zurücksenden
atrasar,zurückstellen
regurgitar,zurückströmen
recessivo,zurücktretend
retirar-se,zurücktreten
recuar,zurücktreten
retroceder,zurücktreten
acuar,zurückweichen
ceder,zurückweichen
recuar,zurückweichen
retroceder,zurückweichen
recusar,zurückweisen
rejeitar,zurückweisen
recusa,Zurückweisung
devolver,zurückwerfen
reembolsar,zurückzahlen
retirar,zurückziehen
preparação,Zurüstung
prometer,zusagen
aceitar,zusagen
junto,zusammen
colaborar,zusammenarbeiten
cooperar,zusammenarbeiten
colaboração,Zusammenarbeit
cooperação,Zusammenarbeit
aglomerar,zusammenballen
armar,zusammenbauen
montar,zusammenbauen
montagem,Zusammenbau
envencilhar,zusammenbinden
prender,zusammenbinden
atar,zusammenbinden
sucumbir,zusammenbrechen
derrocada,Zusammenbruch
descalabro,Zusammenbruch
desmoronamento,Zusammenbruch
falência,Zusammenbruch
ruína,Zusammenbruch
colapso,Zusammenbruch
esgotamento,Zusammenbruch
apertar,zusammendrücken
comprimir,zusammendrücken
prensar,zusammendrücken
esmagar,zusammendrücken
coincidir,zusammenfallen
coincidência,Zusammenfall
abreviar,zusammenfassen
resumido,zusammenfassend
resumir,zusammenfassen
sumarizar,zusammenfassen
resumo,Zusammenfassung
sinopse,Zusammenfassung
sumarização,Zusammenfassung
suma,Zusammenfassung
sumário,Zusammenfassung
entrelaçar,zusammenflechten
comprimido,zusammengedrückt
resumido,zusammengefasst
relacionado,zusammengehörig
comprimido,zusammengepresst
misturado,zusammengewürfelt
segurar,zusammenhalten
poupar,zusammenhalten
coesão,Zusammenhalt
desconexo,zusammenhanglos
incoerente,zusammenhanglos
relação,Zusammenhang zwischen
coerência,Zusammenhang
contexto,Zusammenhang
ligação,Zusammenhang
nexo,Zusammenhang
relação,Zusammenhang
correlato,zusammenhängend
coerente,zusammenhängend
juntos,zusammen
aglutinar,zusammenkleben
juntar-se,zusammenkommen
convergir,zusammenlaufen
conviver,zusammenleben
coabitação,Zusammenleben
convivência,Zusammenleben
convívio,Zusammenleben
comprimir,zusammenpressen
juntar,zusammenschließen
aliança,Zusammenschluss
fusão,Zusammenschluss
incorporação,Zusammenschluss
juntar,zusammensetzen
compor,zusammensetzen
montar,zusammensetzen
composição,Zusammensetzung
montagem,Zusammensetzung
economizar,zusammensparen
poupar,zusammensparen
interação,Zusammenspiel
reunir,zusammenstellen
combinar,zusammenstellen
juntar,zusammenstellen
compor,zusammenstellen
fazer,zusammenstellen
organizar,zusammenstellen
compilação,Zusammenstellung
colisão,Zusammenstoss
bater,zusammenstoßen
colidir,zusammenstoßen
coincidir,zusammentreffen
coincidência,Zusammentreffen
cooperar,zusammenwirken
coabitar,zusammenwohnen
estremecer,zusammenzucken
adicionar,zusammenzählen
somar,zusammenzählen
assistir,zuschauen
espectador,Zuschauer
espetador,Zuschauer
curioso,Zuschauer
culpar,zuschieben
empurrar,zuschieben
fechar,zuschlagen
bater,zuschlagen
adicional,Zuschlag
extra,Zuschlag
plus,Zuschlag
cortar,zuschneiden
talhar,zuschneiden
serrar,zuschneiden
recortar,zuschneiden
corte,Zuschnitt
atar,zuschnüren
culpar,zuschreiben
atribuição,Zuschreibung
carta,Zuschrift
suplemento,Zuschuss
subsídio,Zuschuss
assegurar,zusichern
garantir,zusichern
garantia,Zusicherung
ingerir,zu sich nehmen
agravamento,Zuspitzung
agudização,Zuspitzung
intensificação,Zuspitzung
piora,Zuspitzung
dar,zusprechen
conseguir,zustande bringen
realizar,zustande bringen
materializar-se,zustande kommen
realização,Zustandekommen
estado,Zustand
caber,zustehen
subir,zusteigen
distribuição,Zustellung
entrega,Zustellung
notificação,Zustellung
remessa,Zustellung
anuir,zustimmen
aprovar,zustimmen
autorizar,zustimmen
concordar,zustimmen
consentir,zustimmen
assentir,zustimmen
anuência,Zustimmung
aprovação,Zustimmung
concordância,Zustimmung
consentimento,Zustimmung
incumbência,Zuständigkeit
jurisdição,Zuständigkeit
responsável,zuständig
acessório,zusätzlich
adicional,zusätzlich
suplementar,zusätzlich
surgir,zutage treten
ingrediente,Zutat
alocar,zuteilen
repartir,zuteilen
atribuição,Zuteilung
aplicar-se,zutreffen
acurado,zutreffend
certeiro,zutreffend
correto,zutreffend
preciso,zutreffend
acesso,Zutritt
benéfico,zuträglich
dependente,zuverlässig
seguro,zuverlässig
confiável,zuverlässig
confiante,zuversichtlich
optimista,zuversichtlich
otimista,zuversichtlich
confiança,Zuversicht
segurança,Zuversicht
demais,zu viel
demais,zuviel
demais,zu viel
antecipadamente,zuvor
anteriormente,zuvor
antes,zuvor
diante,zuvor
amável,zuvorkommend
atencioso,zuvorkommend
atento,zuvorkommend
complacente,zuvorkommend
complacentemente,zuvorkommend
cortês,zuvorkommend
obsequioso,zuvorkommend
prestativo,zuvorkommend
solícito,zuvorkommend
cortesia,Zuvorkommenheit
gentileza,Zuvorkommenheit
previamente,zuvor
primeiro,zuvor
crescimento,Zuwachs
imigrar,zuwandern
imigração,Zuwanderung
imputar,zuweisen
outorgar,zuweisen
destinar,zuweisen
dividir,zuweisen
extrapolar,zu weit gehen
virar,zuwenden
atenção,Zuwendung
dedicação,Zuwendung
doação,Zuwendung
donativo,Zuwendung
antipático,zuwider
contra,zuwider
detestável,zuwider
infringir,zuwiderhandeln
repugnante,zuwider
mais,zuzüglich
dilema,Zwangslage
inevitavelmente,zwangsläufig
coerção,Zwang
compulsão,Zwang
icoságono,Zwanzigeck
vigésimo,zwanzigste
vinte,zwanzig
adequado,zweckdienlich
apropriado,zweckdienlich
relevante,zweckdienlich
adequado,zweckmäßig
apropriado,zweckmäßig
conveniente,zweckmäßig
funcional,zweckmäßig
oportuno,zweckmäßig
propósito,Zwecksetzung
para,zwecks
finalidade,Zweck
intenção,Zweck
propósito,Zweck
fim,Zweck
objetivo,Zweck
bípede,zweibeinig
ambíguo,zweideutig
bidimensional,zweidimensional
dois,zwei
duplicado,zweifach
soim-de-coleira,Zweifarbentamarin
bicolor,zweifarbig
duvidosamente,zweifelhaft
duvidoso,zweifelhaft
indubitavelmente,zweifellos
duvidar,zweifeln
dúvida,Zweifel
incerteza,Zweifel
questionamento,Zweifel
cética,Zweiflerin
cético,Zweifler
bípede,zweifüßig
dimorfismo,Zweigestaltigkeit
filial,Zweigniederlassung
sucursal,Zweigniederlassung
agência,Zweigstelle
agência,Zweigstelle
sucursal,Zweigstelle
galho,Zweig
ramo,Zweig
sector,Zweig
setor,Zweig
duzentos,zweihundert
bienal,zweijährig
bilingue,zweisprachig
bilíngue,zweisprachig
divisão,Zweiteilung
nan,Zweites Deutsches Fernsehen
segundo,zweite
duplicado,Zweitschrift
bivalente,zweiwertig
quinzena,Zweiwochenlohn
quinzena,zwei Wochen
quinzenal,zweiwöchentlich
quinzenalmente,zweiwöchentlich
diafragma,Zwerchfell
hipopótamo-pigmeu,Zwergflusspferd
orca-pigméia,Zwerggrindwal
sagui-leãozinho,Zwergseidenäffchen
anão,Zwerg
pigmeu,Zwerg
ameixa,Zwetschge
nesga,Zwickel
beliscar,zwicken
dilema,Zwickmühle
cebola,Zwiebel
ditongo,Zwielaut
penumbra,Zwielicht
dilema,Zwiespalt
indecisão,Zwiespalt
gémeo,Zwilling
gêmeo,Zwilling
coagir,zwingen
compelir,zwingen
imperativo,zwingend notwendig
forçar,zwingen
levar,zwingen
zwinglianismo,Zwinglianismus
dentre,zwischen
entre,zwischen
incidente,Zwischenfall
diencéfalo,Zwischenhirn
entre-guerras,Zwischenkriegszeit
entreguerras,Zwischenkriegszeit
entreguerras,Zwischenkriegszeit
lanche,Zwischenmahlzeit
interpessoal,zwischenmenschlich
entreato,Zwischenspiel
interlúdio,Zwischenspiel
intermezzo,Zwischenspiel
interestatal,zwischenstaatlich
internacional,zwischenstaatlich
subtotal,Zwischensumme
entrementes,zwischenzeitlich
entretanto,zwischenzeitlich
entretanto,Zwischenzeit
intervalo,Zwischenzeit
meio-tempo,Zwischenzeit
gorjear,zwitschern
híbrido,Zwitter
hermafrodita,Zwitter
dois,zwo
doze,zwölf
dodecágono,Zwölfeck
ciclicamente,zyklisch
cíclico,zyklisch
cicloide,Zykloide
ciclope,Zyklop
ciclo,Zyklus
cartola,Zylinderhut
cabeçote,Zylinderkopf
cartola,Zylinder
cilindro,Zylinder
cilindricamente,zylindrisch
cilíndrico,zylindrisch
cinicamente,zynisch
cínico,zynisch
cinismo,Zynismus
Chipre,Zypern
cipriota,Zyprerin
cipriota,Zyprer
cipreste,Zypresse
cipriota,Zypriotin
cipriota,zypriotisch
cipriota,Zypriot
cipriota,zyprisch
citologia,Zytologie
citopatologia,Zytopathologie
citoplasma,Zytoplasma
viscosidade,Zähflüssigkeit
obstinação,Zähigkeit
contar,zählen
contagem,Zählen
leiturista,Zählerableserin
leiturista,Zählerableser
contador,Zähler
numerador,Zähler
registro,Zähler
contagem,Zählung
conta,Zählung
censo,Zählung
domar,zähmen
pesado,zäh
duro,zäh
supositório,Zäpfchen
afetuoso,zärtlich
carinhosamente,zärtlich
carinhoso,zärtlich
ternura,Zärtlichkeit
carinho,Zärtlichkeit
meigo,zärtlich
tenro,zärtlich
terno,zärtlich
cesura,Zäsur
pausa,Zäsur
ruptura,Zäsur
hesitante,zögerlich
hesitantemente,zögerlich
hesitar,zögern
vacilar,zögern
hesitação,Zögern
celibato,Zölibat
cultivar,züchten
criar,züchten
cultivador,Züchter
criador,Züchter
criação,Züchtung
cultivo,Züchtung
cultura,Züchtung
descontrolado,zügellos
desenfreado,zügellos
brida,Zügel
rédea,Zügel
inflamável,zündbar
acender,zünden
espoleta,Zünder
fósforo,Zündholz
estopim,Zündschnur
ferra,Zündung
ignição,Zündung
Zurique,Zürich
inalou,einatmete
és,bist
é,bist
era,warst
foi,warst
permite,erlaubt
era,war
foi,war
derreter-se,hin und weg sein
sou,bin
faço,mache
fiz,tat
faço,tue
era,war
fui,war
seria,wäre
seria,würde sein
são,seid
herdar,beerben
adorar,mögen
foram,gingen
é,sind
são,sind
são,sind
é,sind
era,war
foi,war
é,sind
somos,sind
era,waren
foi,waren
fomos,waren
éramos,waren
abadessa,Äbtissin
acnite,Ägirin
egirina,Ägirin
Egipto,Ägypten
Egito,Ägypten
egípcia,Ägypterin
egípcio,Ägypter
egiptologia,Ägyptologie
parecença,Ähnlichkeit
semelhança,Ähnlichkeit
espiga,Ähre
alteração,Änderung
modificação,Änderung
mudança,Änderung
equador,Äquator
equipolência,Äquipollenz
equivalência,Äquivalenz
era,Ära
época,Ära
aborrecimento,Ärgernis
bronca,Ärger
irritação,Ärger
ressentimento,Ärger
fúria,Ärger
raiva,Ärger
manga,Ärmel
médica,Ärztin
estuário,Ästuar
éter,Äther
Etiópia,Äthiopien
etíope,Äthiopierin
etíope,Äthiopier
papai,Ätti
apresentação,Äußeres
observação,Äußerung
edema,Ödem
deserto,Öde
ermo,Öde
Édipo,Ödipus
comunidade,Öffentlichkeit
população,Öffentlichkeit
público,Öffentlichkeit
horário,Öffnungszeit
abertura,Öffnung
ecologia,Ökologie
economia,Ökonomie
economista,Ökonomin
economista,Ökonom
ecossistema,Ökosystem
ecoterrorismo,Ökoterrorismus
ecoterrorista,Ökoterroristin
ecoterrorista,Ökoterrorist
coqueiro-de-dendê,Ölpalme
dendezeiro,Ölpalme
palmeira-de-óleo-africana,Ölpalme
petroleiro,Öltanker
óleo,Öl
enologia,Önologie
localidade,Örtlichkeit
Áustria-Hungria,Österreich-Ungarn
austríaca,Österreicherin
austríaco,Österreicher
Áustria,Österreich
agonia,Übelkeit
aversão,Übelkeit
enjoo,Übelkeit
moléstia,Übelkeit
nojo,Übelkeit
náusea,Übelkeit
tontura,Übelkeit
autor,Übeltäter
delinquente,Übeltäter
malfeitor,Übeltäter
desgraça,Übel
mal,Übel
superego,Über-Ich
superestrutura,Überbau
hipertricose,Überbehaarung
resto,Überbleibsel
panorama,Überblick
vista,Überblick
portadora,Überbringerin
portador,Überbringer
superdosagem,Überdosierung
overdose,Überdosis
superdose,Überdosis
fastio,Überdruss
acordo,Übereinkommen
contrato,Übereinkommen
pacto,Übereinkommen
tratado,Übereinkommen
pacto,Übereinkunft
acordo,Übereinstimmung
concordância,Übereinstimmung
conformidade,Übereinstimmung
consenso,Übereinstimmung
hipersensibilidade,Überempfindlichkeit
superalimentação,Überernährung
atropelamento,Überfahren
agressão,Überfall
assalto,Überfall
ataque,Überfall
sobrepesca,Überfischung
abundância,Überfluss
profusão,Überfluss
superabundância,Überfluss
entrega,Übergabe
entrega,Übergabe
transmissão,Übergabe
passagem,Übergang
transição,Übergang
saliência,Überhang
arrogância,Überheblichkeit
superaquecimento,Überhitzung
exame,Überholung
vistoria,Überholung
superego,Überich
cobertura,Überlagerung
interferência,Überlagerung
sobreposição,Überlagerung
imbricação,Überlappung
sobreposição,Überlappung
abandono,Überlassung
alienamento,Überlassung
renúncia,Überlassung
vazadouro,Überlauf
sobrevivente,Überlebender
sobrevivente,Überlebende
sobrevivência,Überleben
superioridade,Überlegenheit
consideração,Überlegung
meditação,Überlegung
pensamento,Überlegung
ponderação,Überlegung
reflexão,Überlegung
transição,Überleitung
tradição,Überlieferung
traidor,Überläufer
prepotência,Übermacht
superioridade,Übermacht
supremacia,Übermacht
além-do-homem,Übermensch
super-homem,Übermensch
transmissão,Übermittlung
alegria,Übermut
arrogância,Übermut
impertinência,Übermut
viço,Übermut
petulância,Übermut
dormida,Übernachtung
pernoita,Übernachtung
pernoite,Übernachtung
superposição,Überordnung
superprodução,Überproduktion
surpresa,Überraschung
resíduo,Überrest
vestígio,Überrest
supersónico,Überschall-
supersônico,Überschall-
clareza,Überschaubarkeit
cambalhota,Überschlag
título,Überschrift
demasia,Überschuss
excedente,Überschuss
excesso,Überschuss
sobra,Überschuss
superávit,Überschuss
cheia,Überschwemmung
enchente,Überschwemmung
inundação,Überschwemmung
intérprete,Übersetzerin
tradutora,Übersetzerin
intérprete,Übersetzer
tradutor,Übersetzer
versão,Übersetzung
transmissão,Übersetzung
tradução,Übersetzung
clareza,Übersichtlichkeit
excentricidade,Überspanntheit
extravagância,Überspanntheit
supermortalidade,Übersterblichkeit
sobrecorrente,Überstrom
cessão,Übertragung
condução,Übertragung
emissão,Übertragung
transcrição,Übertragung
transferência,Übertragung
trasmissão,Übertragung
transmissão,Übertragung
contágio,Übertragung
exagero,Übertreibung
nan,Übertötung
estado-pai,Überwachungsstaat
controle,Überwachung
controlo,Überwachung
monitoramento,Überwachung
observação,Überwachung
policiamento,Überwachung
supervisão,Überwachung
vigilância,Überwachung
transferência,Überweisung
superação,Überwindung
hibernação,Überwinterung
capa,Überwurf
consciência,Überzeugung
convicção,Überzeugung
crença,Überzeugung
persuasão,Überzeugung
veemência,Überzeugung
casacão,Überzieher
sobretudo,Überzieher
capa,Überzug
revestimento,Überzug
exercício,Übung
tarefa,Übung
gemer,ächzen
egípcio,ägyptisch
hum,ähm
parecer-se,ähneln
afim,ähnlich
relacionado,ähnlich
coroa,ältere Person
paleolítico,ältere Steinzeit
alterar,ändern
cambiar,ändern
modificar,ändern
mudar,ändern
reformar,ändern
trocar,ändern
inquietar,ängstigen
preocupar,ängstigen
ansioso,ängstlich
apreensivo,ängstlich
escrupuloso,ängstlich
medroso,ängstlich
meticuloso,ängstlich
minucioso,ängstlich
receoso,ängstlich
temeroso,ängstlich
timorato,ängstlich
equidistante,äquidistant
equivalente,äquivalent
irritante,ärgerlich
aborrecer,ärgern
chatear,ärgern
irritar,ärgern
maçar,ärgern
miserável,ärmlich
pobre,ärmlich
médico,ärztlich
esteticamente,ästhetisch
estético,ästhetisch
etéreo,ätherisch
etíope,äthiopisch
corrosivo,ätzend
cáustico,ätzend
exteriorizar,äussern
extrínseco,äußerlich
expressar,äußern
exprimir,äußern
exteriorizar,äußern
externar,äußern
manifestar,äußern
altamente,äußerst
extremamente,äußerst
deserto,öde
despovoado,öde
ermo,öde
oficial,öffentlich
público,öffentlich
abrir,öffnen
desabotoar,öffnen
ecológico,ökologisch
económico,ökonomisch
econômico,ökonomisch
ecuménico,ökumenisch
ecumênico,ökumenisch
olear,ölen
oleoso,ölig
local,örtlich
austríaco,österreichisch
oriental,östlich
mal,übel
mau,übel
difamar,übel nachreden
nojento,übel
malcheiroso,übel riechend
ruim,übel
exercitar,üben
praticar,üben
treinar,üben
gratinar,überbacken
sobrepovoado,überbevölkert
superpovoado,überbevölkert
superestimar,überbewerten
exceder,überbieten
curto-circuitar,überbrücken
sobrepassar,überbrücken
rescaldar,überbrühen
assoberbar,überbürden
sobreviver,überdauern
repreender,über den Mund fahren
transbordar,über die Ufer treten
sobredimensionado,überdimensioniert
enfastiado,überdrüssig
extraordinário,überdurchschnittlich
coincidir,übereinstimmen
condizente,übereinstimmend
conforme,übereinstimmend
consentâneo,übereinstimmend
unanimemente,übereinstimmend
concordar,übereinstimmen
atropelar,überfahren
acometer,überfallen
agredir,überfallen
atacar,überfallen
invadir,überfallen
assaltar,überfallen
surpresar,überfallen
sobrevoar,überfliegen
extravasar,überfließen
transbordar,überfließen
inundar,überfluten
invadir,überfluten
inundado,überflutet
desnecessário,überflüssig
dispensável,überflüssig
prescindível,überflüssig
redundante,überflüssig
supérfluo,überflüssig
sobrecarregado,überfordert
estrangeirar,überfremden
atrasado,überfällig
transportar,überführen
congestionado,überfüllt
lotado,überfüllt
repleto,überfüllt
superlotado,überfüllt
omitir,übergehen
meticulosamente,übergenau
meticuloso,übergenau
superior,übergeordnet
predominante,übergreifend
alastrar,übergreifen
intrometer,übergreifen
enfim,überhaupt
finalmente,überhaupt
nada,überhaupt nicht
sobretudo,überhaupt
altivo,überheblich
arrogante,überheblich
insolente,überheblich
jactancioso,überheblich
presunçoso,überheblich
soberbo,überheblich
vaidoso,überheblich
superaquecer,überhitzen
superaquecido,überhitzt
consertar,überholen
recondicionar,überholen
alcançar,überholen
ultrapassar,überholen
reparar,überholen
restaurar,überholen
ultrapassado,überholt
sobreelevar,überhöhen
invadir,überkommen
tradicional,überkommen
sobrecarregar,überladen
sobrepor,überlagern
abandonar,überlassen
ceder,überlassen
deixar,überlassen
sobrecarregar,überlasten
extravasar,überlaufen
transbordar,überlaufen
barulhento,überlaut
ruidosamente,überlaut
ruidoso,überlaut
sobreviver,überleben
considerar,überlegen
deliberar,überlegen
engendrar,überlegen
pensar,überlegen
ponderar,überlegen
reflectir,überlegen
refletir,überlegen
superior,überlegen
considerado,überlegt
pensado,überlegt
refletido,überlegt
consagrado,überliefert
tradicional,überliefert
enganar,überlisten
lograr,überlisten
enviar,übermitteln
prepotente,übermächtig
superior,übermächtig
demais,übermäßig
desmedido,übermäßig
excessivo,übermäßig
altivo,übermütig
arbitrário,übermütig
arrogante,übermütig
arteiro,übermütig
impertinente,übermütig
luxuriante,übermütig
tareco,übermütig
travesso,übermütig
ufano,übermütig
atrevido,übermütig
eufórico,übermütig
pernoitar,übernachten
sobrenatural,übernatürlich
adotar,übernehmen
assumir,übernehmen
por,über
conferir,überprüfen
